actor_1_name,actor_2_name,actor_3_name,director_name,genres,plot_keywords,movie_title,comb
Olivia Newton-John,Stockard Channing,Sid Caesar,Randal Kleiser,Musical|Romance,automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959,grease,Olivia Newton-John Stockard Channing Sid Caesar Randal Kleiser Musical|Romance automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959
Johnny Depp,Tom Berenger,Kevin Dillon,Oliver Stone,Drama|War,1960s|famous score|hero|vietnam|vietnam war,platoon,Johnny Depp Tom Berenger Kevin Dillon Oliver Stone Drama|War 1960s|famous score|hero|vietnam|vietnam war
Osama bin Laden,Stevie Wonder,Ricky Martin,Michael Moore,Documentary|Drama|War,anti war|interview|iraq|paranoia|war on terrorism,fahrenheit 9/11,Osama bin Laden Stevie Wonder Ricky Martin Michael Moore Documentary|Drama|War anti war|interview|iraq|paranoia|war on terrorism
Katharine Ross,Ted Cassidy,Kenneth Mars,George Roy Hill,Biography|Crime|Drama|Western,bolivia|gang|outlaw|posse|train,butch cassidy and the sundance kid,Katharine Ross Ted Cassidy Kenneth Mars George Roy Hill Biography|Crime|Drama|Western bolivia|gang|outlaw|posse|train
Ed Wynn,Glynis Johns,Elsa Lanchester,Robert Stevenson,Comedy|Family|Fantasy|Musical,banker|female protagonist|live action and animation|magic|nanny,mary poppins,Ed Wynn Glynis Johns Elsa Lanchester Robert Stevenson Comedy|Family|Fantasy|Musical banker|female protagonist|live action and animation|magic|nanny
Adam Baldwin,Elizabeth McGovern,Judd Hirsch,Robert Redford,Drama,choir|death|friend|suicide|therapy,ordinary people,Adam Baldwin Elizabeth McGovern Judd Hirsch Robert Redford Drama choir|death|friend|suicide|therapy
Jim Broadbent,Steve Coogan,Cécile De France,Frank Coraci,Action|Adventure|Comedy,19th century|around the world|inventor|martial arts|train,around the world in 80 days,Jim Broadbent Steve Coogan Cécile De France Frank Coraci Action|Adventure|Comedy 19th century|around the world|inventor|martial arts|train
Rita Moreno,George Chakiris,Richard Beymer,Jerome Robbins,Crime|Drama|Musical|Romance|Thriller,dance|gang|new york city|puerto rican|tragedy,west side story,Rita Moreno George Chakiris Richard Beymer Jerome Robbins Crime|Drama|Musical|Romance|Thriller dance|gang|new york city|puerto rican|tragedy
Bill Murray,Rodney Dangerfield,Brian Doyle-Murray,Harold Ramis,Comedy|Sport,caddy|country club|golf course|gopher|nudity,caddyshack,Bill Murray Rodney Dangerfield Brian Doyle-Murray Harold Ramis Comedy|Sport caddy|country club|golf course|gopher|nudity
Julie Benz,Tatyana Ali,Jenifer Lewis,Gary Hardwick,Comedy|Drama,african american|commitment|friend|friendship|playboy,the brothers,Julie Benz Tatyana Ali Jenifer Lewis Gary Hardwick Comedy|Drama african american|commitment|friend|friendship|playboy
Omar Epps,Tamala Jones,Richard T. Jones,Rick Famuyiwa,Comedy|Drama|Romance,flashback|friendship|public nudity|shower|wedding,the wood,Omar Epps Tamala Jones Richard T. Jones Rick Famuyiwa Comedy|Drama|Romance flashback|friendship|public nudity|shower|wedding
Kevin Spacey,Chazz Palminteri,Kevin Pollak,Bryan Singer,Crime|Drama|Mystery|Thriller,criminal|dirty cop|flashback|limping|suspect,the usual suspects,Kevin Spacey Chazz Palminteri Kevin Pollak Bryan Singer Crime|Drama|Mystery|Thriller criminal|dirty cop|flashback|limping|suspect
Lisa Wilcox,Kelly Jo Minter,Matthew Borlenghi,Stephen Hopkins,Fantasy|Horror|Romance|Thriller,child|comic book|dream|murderer|nightmare,a nightmare on elm street 5: the dream child,Lisa Wilcox Kelly Jo Minter Matthew Borlenghi Stephen Hopkins Fantasy|Horror|Romance|Thriller child|comic book|dream|murderer|nightmare
Ryan Reynolds,Curtis Armstrong,Erik Estrada,Walt Becker,Comedy|Romance,college|love|party|reporter|tuition,van wilder: party liaison,Ryan Reynolds Curtis Armstrong Erik Estrada Walt Becker Comedy|Romance college|love|party|reporter|tuition
Mark Margolis,John D'Leo,Ajay Naidu,Darren Aronofsky,Drama|Sport,heart attack|stripper|supermarket|wrestler|wrestling,the wrestler,Mark Margolis John D'Leo Ajay Naidu Darren Aronofsky Drama|Sport heart attack|stripper|supermarket|wrestler|wrestling
Joseph Cotten,Lillian Gish,Jennifer Jones,King Vidor,Drama|Romance|Western,box office hit|half breed|infidelity|shooting|texas,duel in the sun,Joseph Cotten Lillian Gish Jennifer Jones King Vidor Drama|Romance|Western box office hit|half breed|infidelity|shooting|texas
John Michael Higgins,Catherine O'Hara,Michael McKean,Christopher Guest,Comedy,dog show|gay|gay character|gay couple|gay interest,best in show,John Michael Higgins Catherine O'Hara Michael McKean Christopher Guest Comedy dog show|gay|gay character|gay couple|gay interest
Donald Pleasence,Adrienne Barbeau,Tom Atkins,John Carpenter,Action|Sci-Fi,1990s|police|prison|rescue|year 1997,escape from new york,Donald Pleasence Adrienne Barbeau Tom Atkins John Carpenter Action|Sci-Fi 1990s|police|prison|rescue|year 1997
Tisha Campbell-Martin,Ossie Davis,Bill Nunn,Spike Lee,Comedy|Drama|Musical,beauty salon|black college|college|fraternity|sorority,school daze,Tisha Campbell-Martin Ossie Davis Bill Nunn Spike Lee Comedy|Drama|Musical beauty salon|black college|college|fraternity|sorority
Lochlyn Munro,Brian Doyle-Murray,Tamala Jones,Fred Savage,Comedy|Family,competition|estranged father|skunk|summer camp|wall,daddy day camp,Lochlyn Munro Brian Doyle-Murray Tamala Jones Fred Savage Comedy|Family competition|estranged father|skunk|summer camp|wall
Sammo Kam-Bo Hung,Richard Norton,Rachel Blakely,Sammo Kam-Bo Hung,Action|Comedy|Crime,chef|cook|drugs|gang|reporter,mr. nice guy,Sammo Kam-Bo Hung Richard Norton Rachel Blakely Sammo Kam-Bo Hung Action|Comedy|Crime chef|cook|drugs|gang|reporter
Michael McKean,Christopher Guest,Laura Harris,Christopher Guest,Comedy|Music,concert|mockumentary|musician|new york city|singer,a mighty wind,Michael McKean Christopher Guest Laura Harris Christopher Guest Comedy|Music concert|mockumentary|musician|new york city|singer
Julia Roberts,Lili Taylor,Conchata Ferrell,Donald Petrie,Comedy|Drama|Romance,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,mystic pizza,Julia Roberts Lili Taylor Conchata Ferrell Donald Petrie Comedy|Drama|Romance commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt
Jim Broadbent,Tuppence Middleton,Lily James,unknown,Drama|History|Romance|War,male frontal nudity|male nudity|tv mini series,war & peace            ,Jim Broadbent Tuppence Middleton Lily James unknown Drama|History|Romance|War male frontal nudity|male nudity|tv mini series
Jeanne Tripplehorn,Kevin McNally,John Lynch,Peter Howitt,Comedy|Drama|Fantasy|Romance,alternative reality|multiple outcomes|parallel time|serendipity|twist of fate,sliding doors,Jeanne Tripplehorn Kevin McNally John Lynch Peter Howitt Comedy|Drama|Fantasy|Romance alternative reality|multiple outcomes|parallel time|serendipity|twist of fate
Corbin Bernsen,Clarence Williams III,David Alan Grier,Rusty Cundieff,Comedy|Horror|Thriller,child abuse|death|drugs|ku klux klan|police brutality,tales from the hood,Corbin Bernsen Clarence Williams III David Alan Grier Rusty Cundieff Comedy|Horror|Thriller child abuse|death|drugs|ku klux klan|police brutality
David Oyelowo,Simon McBurney,Abby Mukiibi Nkaaga,Kevin Macdonald,Biography|Drama|History|Thriller,1970s|assassination|doctor|scottish|ugandan,the last king of scotland,David Oyelowo Simon McBurney Abby Mukiibi Nkaaga Kevin Macdonald Biography|Drama|History|Thriller 1970s|assassination|doctor|scottish|ugandan
Donald Pleasence,Tamara Glynn,Troy Evans,Dominique Othenin-Girard,Horror|Thriller,cat|halloween|kitten|michael myers|psychotronic,halloween 5,Donald Pleasence Tamara Glynn Troy Evans Dominique Othenin-Girard Horror|Thriller cat|halloween|kitten|michael myers|psychotronic
Matthew McConaughey,Brandon Smith,Rick Dial,Richard Linklater,Comedy|Crime|Drama,funeral|stockbroker|texas|vacation|widow,bernie,Matthew McConaughey Brandon Smith Rick Dial Richard Linklater Comedy|Crime|Drama funeral|stockbroker|texas|vacation|widow
Charlotte Rampling,Daryl Hannah,unknown,Jean-Jacques Mantello,Adventure|Documentary|Short,3d in title|animal in title|digit in title|dolphin|manatee,dolphins and whales 3d: tribes of the ocean,Charlotte Rampling Daryl Hannah unknown Jean-Jacques Mantello Adventure|Documentary|Short 3d in title|animal in title|digit in title|dolphin|manatee
John Heard,Bud Cort,Amy Madigan,Ed Harris,Biography|Drama,1940s|artist|drinking|life magazine|painter,pollock,John Heard Bud Cort Amy Madigan Ed Harris Biography|Drama 1940s|artist|drinking|life magazine|painter
Janeane Garofalo,Dave Chappelle,Gaby Hoffmann,Risa Bramon Garcia,Comedy|Drama|Romance,bartender|friend|new year's eve|party|punk,200 cigarettes,Janeane Garofalo Dave Chappelle Gaby Hoffmann Risa Bramon Garcia Comedy|Drama|Romance bartender|friend|new year's eve|party|punk
J.K. Simmons,Bradley Cooper,Olivia Wilde,Brian Klugman,Drama|Mystery|Romance|Thriller,american in paris|book|love|novel|writer,the words,J.K. Simmons Bradley Cooper Olivia Wilde Brian Klugman Drama|Mystery|Romance|Thriller american in paris|book|love|novel|writer
Will Ferrell,Adrian Martinez,Luis E. Carazo,Matt Piedmont,Comedy|Western,absurd humor|drug lord|mexico|ranch|spaghetti western,casa de mi padre,Will Ferrell Adrian Martinez Luis E. Carazo Matt Piedmont Comedy|Western absurd humor|drug lord|mexico|ranch|spaghetti western
Ezra Miller,Curtiss Cook,Dominik García-Lorido,Raymond De Felitta,Comedy|Drama,anger|family reunion|father son reunion|hugging|movie making,city island,Ezra Miller Curtiss Cook Dominik García-Lorido Raymond De Felitta Comedy|Drama anger|family reunion|father son reunion|hugging|movie making
Don Cheadle,Fionnula Flanagan,Wale Ojo,John Michael McDonagh,Comedy|Crime|Thriller,boat on fire|drug smuggling|fbi|fbi agent|small town,the guard,Don Cheadle Fionnula Flanagan Wale Ojo John Michael McDonagh Comedy|Crime|Thriller boat on fire|drug smuggling|fbi|fbi agent|small town
Drake Bell,Alona Tal,Haley Bennett,Deb Hagan,Comedy,college|face slap|high school|loss of virginity|pierced nipple,college,Drake Bell Alona Tal Haley Bennett Deb Hagan Comedy college|face slap|high school|loss of virginity|pierced nipple
Kirsten Dunst,Kathleen Turner,Scott Glenn,Sofia Coppola,Drama|Romance,catholic|five sisters|isolation|school|suicide,the virgin suicides,Kirsten Dunst Kathleen Turner Scott Glenn Sofia Coppola Drama|Romance catholic|five sisters|isolation|school|suicide
Jim Broadbent,Annette Badland,Brenda Blethyn,Mark Herman,Comedy|Drama|Music|Romance,mother|recluse|shy|singer|talent,little voice,Jim Broadbent Annette Badland Brenda Blethyn Mark Herman Comedy|Drama|Music|Romance mother|recluse|shy|singer|talent
Hugh M. Hefner,Windell Middlebrooks,Raquel Alessi,Zach Cregger,Comedy|Romance,fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity,miss march,Hugh M. Hefner Windell Middlebrooks Raquel Alessi Zach Cregger Comedy|Romance fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity
Jim Parsons,Josh Gad,Michael Weston,Zach Braff,Comedy|Drama,actor|dream sequence|genius recluse|jew|religion,wish i was here,Jim Parsons Josh Gad Michael Weston Zach Braff Comedy|Drama actor|dream sequence|genius recluse|jew|religion
Sarah Michelle Gellar,Dylan Baker,Lawrence Gilliard Jr.,Mark Tarlov,Comedy|Drama|Fantasy|Romance,chef|female chef|love|magic|restaurant,simply irresistible,Sarah Michelle Gellar Dylan Baker Lawrence Gilliard Jr. Mark Tarlov Comedy|Drama|Fantasy|Romance chef|female chef|love|magic|restaurant
Francis Capra,Jason Dohring,Enrico Colantoni,unknown,Crime|Drama|Mystery,best friend|high school|private detective|sheriff|student,veronica mars            ,Francis Capra Jason Dohring Enrico Colantoni unknown Crime|Drama|Mystery best friend|high school|private detective|sheriff|student
John Cameron Mitchell,Miriam Shor,Andrea Martin,John Cameron Mitchell,Comedy|Drama|Music|Musical,band|rock band|sex change|song|transsexual,hedwig and the angry inch,John Cameron Mitchell Miriam Shor Andrea Martin John Cameron Mitchell Comedy|Drama|Music|Musical band|rock band|sex change|song|transsexual
Antoni Corone,Ryan Bollman,Todd Susman,Sheldon Lettich,Action|Drama,capoeira|fight|fighting|martial arts|violence,only the strong,Antoni Corone Ryan Bollman Todd Susman Sheldon Lettich Action|Drama capoeira|fight|fighting|martial arts|violence
Rachel Alig,Monda Scott,Alexis Kendra,Jon Knautz,Drama|Horror|Mystery|Thriller,female nudity|hallucination|sex scene|strip club|stripper,goddess of love,Rachel Alig Monda Scott Alexis Kendra Jon Knautz Drama|Horror|Mystery|Thriller female nudity|hallucination|sex scene|strip club|stripper
Hayden Christensen,Rosario Dawson,Cas Anvar,Billy Ray,Drama|History,fabricated facts|journalist|stephen glass|the new republic|writer,shattered glass,Hayden Christensen Rosario Dawson Cas Anvar Billy Ray Drama|History fabricated facts|journalist|stephen glass|the new republic|writer
Chelcie Ross,Lynne Thigpen,Polly Noonan,David Atkins,Comedy|Crime|Drama|Thriller,dentist|drugs|murder|sex|sunflower,novocaine,Chelcie Ross Lynne Thigpen Polly Noonan David Atkins Comedy|Crime|Drama|Thriller dentist|drugs|murder|sex|sunflower
Stockard Channing,Tony Devon,Frederick Weller,Patrick Stettner,Drama|Thriller,airport|businesswoman|hotel|revenge|vegetarian,the business of strangers,Stockard Channing Tony Devon Frederick Weller Patrick Stettner Drama|Thriller airport|businesswoman|hotel|revenge|vegetarian
William Holden,Warren Oates,L.Q. Jones,Sam Peckinpah,Action|Adventure|Western,friendship|honor|righteous rage|soldier|texas,the wild bunch,William Holden Warren Oates L.Q. Jones Sam Peckinpah Action|Adventure|Western friendship|honor|righteous rage|soldier|texas
Mary-Kate Olsen,Aaron Yoo,Method Man,Jonathan Levine,Comedy|Drama|Romance,ice cream|marijuana|new york city|summer|therapy,the wackness,Mary-Kate Olsen Aaron Yoo Method Man Jonathan Levine Comedy|Drama|Romance ice cream|marijuana|new york city|summer|therapy
Lesley-Anne Down,Michael Elphick,Pamela Salem,Michael Crichton,Adventure|Crime|Drama|Thriller,bank|gold|key|safe|train,the great train robbery,Lesley-Anne Down Michael Elphick Pamela Salem Michael Crichton Adventure|Crime|Drama|Thriller bank|gold|key|safe|train
Samantha Morton,Bryan Dick,Paul Popplewell,Lynne Ramsay,Drama,breasts|cleavage|female rear nudity|girl in panties|public nudity,morvern callar,Samantha Morton Bryan Dick Paul Popplewell Lynne Ramsay Drama breasts|cleavage|female rear nudity|girl in panties|public nudity
Michael Berryman,Kari Wuhrer,Marc Singer,Sylvio Tabet,Action|Adventure|Fantasy|Sci-Fi,beast|beastmaster|psychotronic|sword and sorcery|warrior,beastmaster 2: through the portal of time,Michael Berryman Kari Wuhrer Marc Singer Sylvio Tabet Action|Adventure|Fantasy|Sci-Fi beast|beastmaster|psychotronic|sword and sorcery|warrior
Aidan Quinn,Kendrick Cross,Sammy Nagi Njuguna,Rick Bieber,Biography|Drama|Sport,athletic training|football practice|funeral|gymnasium|man crying,the 5th quarter,Aidan Quinn Kendrick Cross Sammy Nagi Njuguna Rick Bieber Biography|Drama|Sport athletic training|football practice|funeral|gymnasium|man crying
Benoît Magimel,Nathalie Baye,Mélanie Doutey,Claude Chabrol,Drama,bordeaux|election|mayor|pamphlet|political thriller,the flower of evil,Benoît Magimel Nathalie Baye Mélanie Doutey Claude Chabrol Drama bordeaux|election|mayor|pamphlet|political thriller
Jennifer Ehle,Zoë Kravitz,Cara Seymour,Shana Feste,Drama|Romance,car crash|loss|self help group|teenage mother|title directed by female,the greatest,Jennifer Ehle Zoë Kravitz Cara Seymour Shana Feste Drama|Romance car crash|loss|self help group|teenage mother|title directed by female
Bingbing Li,Russell Wong,Ji-hyun Jun,Wayne Wang,Drama|History,car hitting pedestrian|china|fan|nineteenth century|reversal of fortune,snow flower and the secret fan,Bingbing Li Russell Wong Ji-hyun Jun Wayne Wang Drama|History car hitting pedestrian|china|fan|nineteenth century|reversal of fortune
Tim Blake Nelson,Diane Ladd,Ritchie Montgomery,Joey Lauren Adams,Drama|Romance,church|drink|knocking on a door|love|three word title,come early morning,Tim Blake Nelson Diane Ladd Ritchie Montgomery Joey Lauren Adams Drama|Romance church|drink|knocking on a door|love|three word title
James Nesbitt,Olivia Williams,Peter McNamara,Peter Cattaneo,Comedy|Crime|Romance,escape|prison|prison escape|sadism|solitary confinement,lucky break,James Nesbitt Olivia Williams Peter McNamara Peter Cattaneo Comedy|Crime|Romance escape|prison|prison escape|sadism|solitary confinement
Meryl Streep,Jane Fonda,Vanessa Redgrave,Fred Zinnemann,Drama,1930s|female protagonist|nazi|romantic friendship|writer,julia,Meryl Streep Jane Fonda Vanessa Redgrave Fred Zinnemann Drama 1930s|female protagonist|nazi|romantic friendship|writer
Matthew McConaughey,Scott Glenn,Sarah Wright,S.R. Bindler,Comedy,barefoot|endorsement|surfboard|virtual reality|waves,"surfer, dude",Matthew McConaughey Scott Glenn Sarah Wright S.R. Bindler Comedy barefoot|endorsement|surfboard|virtual reality|waves
